file,k
2018-01-11_10_59_55.009907.pkl.zip,0
2018-01-11_18_56_14.981188.pkl.zip,0
2018-01-11_17_19_06.491620.pkl.zip,0
2018-01-12_19_22_47.868773.pkl.zip,0
2018-01-11_21_08_54.006644.pkl.zip,0
2018-01-11_20_00_15.442257.pkl.zip,0
2018-01-11_10_56_53.178369.pkl.zip,0
2018-01-12_19_44_21.695160.pkl.zip,0
2018-01-11_17_07_24.182784.pkl.zip,0
2018-01-11_14_03_26.929178.pkl.zip,0
2018-01-12_18_19_49.817257.pkl.zip,0
2018-01-12_09_21_37.627736.pkl.zip,0
2018-01-11_11_10_55.285638.pkl.zip,0
2018-01-11_20_43_08.169173.pkl.zip,0
2018-01-12_13_37_02.166182.pkl.zip,0
2018-01-11_11_17_49.601327.pkl.zip,0
2018-01-12_10_35_40.380236.pkl.zip,0
2018-01-11_21_45_07.614328.pkl.zip,0
2018-01-11_11_26_30.349167.pkl.zip,0
2018-01-11_18_21_10.359316.pkl.zip,0
2018-01-12_13_59_57.189279.pkl.zip,0
2018-01-11_18_28_34.859187.pkl.zip,0
2018-01-12_19_13_53.397464.pkl.zip,0
2018-01-12_14_53_09.598133.pkl.zip,0
2018-01-11_21_47_08.449623.pkl.zip,0
2018-01-10_21_52_56.689873.pkl.zip,0
2018-01-11_20_42_20.828407.pkl.zip,0
2018-01-10_21_47_51.455482.pkl.zip,0
2018-01-12_18_03_16.700915.pkl.zip,0
2018-01-12_13_51_08.018012.pkl.zip,0
2018-01-11_19_33_58.932276.pkl.zip,0
2018-01-11_19_46_20.316734.pkl.zip,0
2018-01-11_14_12_12.920666.pkl.zip,0
2018-01-11_11_31_07.158582.pkl.zip,0
2018-01-12_19_17_01.158138.pkl.zip,0
2018-01-12_16_08_19.164695.pkl.zip,0
2018-01-12_13_47_13.683205.pkl.zip,0
2018-01-11_11_30_03.059451.pkl.zip,0
2018-01-11_15_03_32.968264.pkl.zip,0
2018-01-10_21_25_36.093605.pkl.zip,0
2018-01-12_13_04_15.669386.pkl.zip,0
2018-01-12_16_27_52.603990.pkl.zip,0
2018-01-10_21_29_04.527958.pkl.zip,0
2018-01-12_18_42_52.456343.pkl.zip,0
2018-01-12_12_54_34.102440.pkl.zip,0
2018-01-11_15_49_18.042569.pkl.zip,0
2018-01-11_18_02_55.991151.pkl.zip,0
2018-01-11_16_55_18.767928.pkl.zip,0
2018-01-12_17_37_59.252056.pkl.zip,0
2018-01-12_09_26_46.891531.pkl.zip,0
2018-01-12_16_25_29.136132.pkl.zip,0
2018-01-11_17_23_50.357634.pkl.zip,0
2018-01-11_21_39_47.249947.pkl.zip,0
2018-01-11_16_27_24.277248.pkl.zip,0
2018-01-12_17_10_45.592510.pkl.zip,0
2018-01-11_18_23_32.180099.pkl.zip,0
2018-01-12_11_12_31.326874.pkl.zip,0
2018-01-12_12_04_18.309171.pkl.zip,0
2018-01-11_11_20_48.648272.pkl.zip,0
2018-01-11_00_38_34.132686.pkl.zip,0
2018-01-11_11_21_31.042806.pkl.zip,0
2018-01-11_13_12_39.578434.pkl.zip,0
2018-01-12_19_26_50.084258.pkl.zip,0
2018-01-12_19_31_02.462305.pkl.zip,0
2018-01-11_10_16_32.025486.pkl.zip,0
2018-01-12_11_09_39.764111.pkl.zip,0
2018-01-11_20_00_49.790393.pkl.zip,0
2018-01-12_19_53_52.017427.pkl.zip,0
2018-01-10_21_44_10.530755.pkl.zip,0
2018-01-12_11_47_52.392205.pkl.zip,0
2018-01-12_14_04_08.186002.pkl.zip,0
2018-01-12_20_47_27.817585.pkl.zip,0
2018-01-11_10_17_04.438656.pkl.zip,0
2018-01-10_21_42_30.863813.pkl.zip,0
2018-01-12_12_44_03.601895.pkl.zip,0
2018-01-12_10_46_49.517454.pkl.zip,0
2018-01-12_12_47_14.930520.pkl.zip,0
2018-01-11_13_40_40.340452.pkl.zip,0
2018-01-11_15_01_43.368098.pkl.zip,0
2018-01-11_14_14_42.893069.pkl.zip,0
2018-01-11_21_34_06.889129.pkl.zip,0
2018-01-11_18_46_26.737412.pkl.zip,0
2018-01-11_10_31_45.089183.pkl.zip,0
2018-01-11_16_23_51.817218.pkl.zip,0
2018-01-12_12_31_31.927772.pkl.zip,0
2018-01-11_00_43_51.071304.pkl.zip,0
2018-01-12_16_03_39.940401.pkl.zip,0
2018-01-12_10_40_31.490011.pkl.zip,0
2018-01-11_17_42_21.179043.pkl.zip,0
2018-01-11_20_53_02.045748.pkl.zip,0
2018-01-11_21_34_38.777594.pkl.zip,0
2018-01-11_19_43_38.644105.pkl.zip,0
2018-01-11_14_43_22.710291.pkl.zip,0
2018-01-11_17_27_22.681774.pkl.zip,0
2018-01-12_14_04_19.217801.pkl.zip,0
2018-01-12_15_22_03.854150.pkl.zip,0
2018-01-11_13_26_46.516780.pkl.zip,0
2018-01-12_17_52_45.595854.pkl.zip,0
2018-01-12_10_50_38.850225.pkl.zip,0
2018-01-12_10_02_00.624795.pkl.zip,0
2018-01-11_20_50_03.377307.pkl.zip,0
2018-01-11_18_08_48.194343.pkl.zip,0
2018-01-12_20_31_26.965172.pkl.zip,0
2018-01-12_17_20_37.894863.pkl.zip,0
2018-01-12_09_45_40.766307.pkl.zip,0
2018-01-11_15_06_50.296714.pkl.zip,0
2018-01-12_10_24_37.097212.pkl.zip,0
2018-01-12_14_25_50.590182.pkl.zip,0
2018-01-10_21_56_58.161229.pkl.zip,0
2018-01-11_22_10_46.704658.pkl.zip,0
2018-01-12_12_19_51.491725.pkl.zip,0
2018-01-11_18_47_12.838865.pkl.zip,0
2018-01-12_20_51_02.187452.pkl.zip,0
2018-01-12_17_16_51.269991.pkl.zip,0
2018-01-11_15_29_01.854308.pkl.zip,0
2018-01-12_17_19_29.137531.pkl.zip,0
2018-01-11_15_43_54.502489.pkl.zip,0
2018-01-12_11_27_56.604697.pkl.zip,0
2018-01-11_13_39_02.472854.pkl.zip,0
2018-01-11_22_03_30.602424.pkl.zip,0
2018-01-11_17_44_53.031436.pkl.zip,0
2018-01-12_10_21_45.852700.pkl.zip,0
2018-01-11_16_16_36.040873.pkl.zip,0
2018-01-10_21_24_51.467879.pkl.zip,0
2018-01-11_22_04_06.376184.pkl.zip,0
2018-01-12_15_39_12.195076.pkl.zip,0
2018-01-10_22_07_15.126199.pkl.zip,0
2018-01-10_21_28_04.747238.pkl.zip,0
2018-01-11_16_14_48.307316.pkl.zip,0
2018-01-11_18_21_21.449959.pkl.zip,0
2018-01-12_14_45_58.714753.pkl.zip,0
2018-01-12_10_17_10.131440.pkl.zip,0
2018-01-11_19_23_46.313732.pkl.zip,0
2018-01-11_12_45_15.425130.pkl.zip,0
2018-01-11_19_24_29.337878.pkl.zip,0
2018-01-11_13_50_32.397870.pkl.zip,0
2018-01-11_13_12_29.998894.pkl.zip,0
2018-01-12_14_56_47.149229.pkl.zip,0
2018-01-12_19_10_30.634492.pkl.zip,0
2018-01-12_11_49_30.774159.pkl.zip,0
2018-01-12_18_49_02.234377.pkl.zip,0
2018-01-11_16_06_15.489255.pkl.zip,0
2018-01-11_13_44_58.705739.pkl.zip,0
2018-01-11_00_44_00.479373.pkl.zip,0
2018-01-12_12_24_14.616427.pkl.zip,0
2018-01-12_12_24_49.193512.pkl.zip,0
2018-01-11_14_01_08.099143.pkl.zip,0
2018-01-11_20_07_20.181478.pkl.zip,0
2018-01-10_21_56_37.322802.pkl.zip,0
2018-01-11_22_07_39.349007.pkl.zip,0
2018-01-11_21_20_32.534947.pkl.zip,0
2018-01-11_12_54_36.785894.pkl.zip,0
2018-01-11_10_31_34.412254.pkl.zip,0
2018-01-11_13_50_10.833509.pkl.zip,0
2018-01-12_14_22_37.731246.pkl.zip,0
2018-01-11_14_50_07.849344.pkl.zip,0
2018-01-12_18_13_22.037375.pkl.zip,0
2018-01-12_13_27_35.882165.pkl.zip,0
2018-01-11_21_59_05.793607.pkl.zip,0
2018-01-12_15_23_20.888164.pkl.zip,0
2018-01-11_12_18_32.401207.pkl.zip,0
2018-01-12_13_27_14.339814.pkl.zip,0
2018-01-11_00_40_27.491388.pkl.zip,0
2018-01-11_20_42_32.722678.pkl.zip,0
2018-01-11_11_42_48.476138.pkl.zip,0
2018-01-12_15_59_40.878189.pkl.zip,0
2018-01-11_14_29_52.630498.pkl.zip,0
2018-01-12_18_48_30.287510.pkl.zip,0
2018-01-11_21_31_37.301995.pkl.zip,0
2018-01-12_14_01_22.400615.pkl.zip,0
2018-01-12_11_13_37.598940.pkl.zip,0
2018-01-12_18_12_15.310805.pkl.zip,0
2018-01-12_09_44_23.080725.pkl.zip,0
2018-01-11_16_21_07.062538.pkl.zip,0
2018-01-12_20_25_00.283174.pkl.zip,0
2018-01-11_21_29_10.639826.pkl.zip,0
2018-01-12_14_58_14.655268.pkl.zip,0
2018-01-12_20_42_31.514232.pkl.zip,0
2018-01-11_15_43_33.160570.pkl.zip,0
2018-01-12_19_58_32.268229.pkl.zip,0
2018-01-11_18_37_51.709526.pkl.zip,0
2018-01-12_18_17_53.185634.pkl.zip,0
2018-01-12_10_53_52.561552.pkl.zip,0
2018-01-11_17_33_39.750549.pkl.zip,0
2018-01-11_15_26_18.991651.pkl.zip,0
2018-01-11_21_37_22.279731.pkl.zip,0
2018-01-12_12_18_32.529255.pkl.zip,0
2018-01-11_11_20_25.860650.pkl.zip,0
2018-01-11_18_19_32.395544.pkl.zip,0
2018-01-11_14_29_07.197287.pkl.zip,0
2018-01-12_16_43_20.384234.pkl.zip,0
2018-01-11_11_54_59.009620.pkl.zip,0
2018-01-11_17_50_08.795245.pkl.zip,0
2018-01-11_17_13_05.231603.pkl.zip,0
2018-01-12_13_56_52.537331.pkl.zip,0
2018-01-11_19_50_52.833206.pkl.zip,0
2018-01-11_17_44_21.568185.pkl.zip,0
2018-01-11_10_23_49.084653.pkl.zip,0
2018-01-11_18_38_14.651705.pkl.zip,0
2018-01-11_18_25_36.080192.pkl.zip,0
2018-01-11_19_44_42.384810.pkl.zip,0
2018-01-11_11_53_08.181738.pkl.zip,0
2018-01-11_18_51_10.537890.pkl.zip,0
2018-01-11_19_17_06.601474.pkl.zip,0
2018-01-12_19_28_42.262781.pkl.zip,0
2018-01-11_00_47_17.121368.pkl.zip,0
2018-01-11_20_23_33.653825.pkl.zip,0
2018-01-12_16_25_51.687628.pkl.zip,0
2018-01-12_12_07_17.958047.pkl.zip,0
2018-01-11_19_14_06.229600.pkl.zip,0
2018-01-11_13_39_14.124379.pkl.zip,0
2018-01-12_16_47_10.039437.pkl.zip,0
2018-01-12_11_32_03.462319.pkl.zip,0
2018-01-12_11_36_10.645800.pkl.zip,0
2018-01-12_12_14_35.626180.pkl.zip,0
2018-01-11_15_34_49.356000.pkl.zip,0
2018-01-10_22_07_28.163460.pkl.zip,0
2018-01-12_15_46_26.769457.pkl.zip,0
2018-01-12_14_51_01.847660.pkl.zip,0
2018-01-12_11_24_04.163110.pkl.zip,0
2018-01-11_20_46_12.612407.pkl.zip,0
2018-01-12_14_33_52.734932.pkl.zip,0
2018-01-11_17_20_02.837567.pkl.zip,0
2018-01-12_17_03_51.671033.pkl.zip,0
2018-01-11_19_28_33.447688.pkl.zip,0
2018-01-12_20_12_19.258192.pkl.zip,0
2018-01-11_21_29_21.692261.pkl.zip,0
